Protein	Neighborhood.Class	Compartment.Class
SFR1	Nuclear	N4
SFSWAP	Nuclear	N4
SGK1	Nuclear	N4
SHFM1	Nuclear	N4
SHROOM2	Nuclear	N4
SIRT1	Nuclear	N4
SIRT6	Nuclear	N4
SIVA1	Nuclear	N4
SIX4	Nuclear	N4
SIX5	Nuclear	N4
SKI	Nuclear	N4
SKIL	Nuclear	N4
SKP2	Nuclear	N4
SLBP	Nuclear	N4
SLC4A1AP	Nuclear	N4
SLFN11	Nuclear	N4
SLFN5	Nuclear	N4
SMARCAD1	Nuclear	N4
SMARCAL1	Nuclear	N4
SMCHD1	Nuclear	N4
SMEK1	Nuclear	N4
SMEK2	Nuclear	N4
SMNDC1	Nuclear	N4
SNAP25	Nuclear	N4
SNAPC1	Nuclear	N4
SNAPC2	Nuclear	N4
SNAPC3	Nuclear	N4
SNAPC4	Nuclear	N4
SNRNP70	Nuclear	N4
SNRPA	Nuclear	N4
SNRPA1	Nuclear	N4
SNRPC	Nuclear	N4
SNRPD2	Nuclear	N4
SOBP	Nuclear	N4
SOX12	Nuclear	N4
SOX13	Nuclear	N4
SOX4	Nuclear	N4
SOX9	Nuclear	N4
SP1	Nuclear	N4
SP100	Nuclear	N4
SP3	Nuclear	N4
SP4	Nuclear	N4
SP6	Nuclear	N4
SPAG7	Nuclear	N4
SPDEF	Nuclear	N4
SPIDR	Nuclear	N4
SPIN1	Nuclear	N4
SPRTN	Nuclear	N4
SPRY2	Nuclear	N4
SPTAN1	Nuclear	N4
SPTBN1	Nuclear	N4
SPTBN2	Nuclear	N4
SREK1	Nuclear	N4
SREK1IP1	Nuclear	N4
SRF	Nuclear	N4
SRRM1	Nuclear	N4
SRRM2	Nuclear	N4
SRRT	Nuclear	N4
SRSF11	Nuclear	N4
SRSF2	Nuclear	N4
SS18L1	Nuclear	N4
SSB	Nuclear	N4
SSBP2	Nuclear	N4
SSBP3	Nuclear	N4
SSBP4	Nuclear	N4
SUB1	Nuclear	N4
SUGP1	Nuclear	N4
SUMF1	Nuclear	N4
SUMF2	Nuclear	N4
SUMO1	Nuclear	N4
SUMO3	Nuclear	N4
SUOX	Nuclear	N4
SUPT4H1	Nuclear	N4
SUPT5H	Nuclear	N4
SURF2	Nuclear	N4
SV2B	Nuclear	N4
SWI5	Nuclear	N4
SYNGR3	Nuclear	N4
SYNPO2	Nuclear	N4
SYTL2	Nuclear	N4
TADA3	Nuclear	N4
TAF1	Nuclear	N4
TAF10	Nuclear	N4
TAF11	Nuclear	N4
TAF12	Nuclear	N4
TAF13	Nuclear	N4
TAF15	Nuclear	N4
TAF3	Nuclear	N4
TAF4	Nuclear	N4
TAF5	Nuclear	N4
TAF6	Nuclear	N4
TAF8	Nuclear	N4
TBL1X	Nuclear	N4
TBL1XR1	Nuclear	N4
TCEA1	Nuclear	N4
TCEA2	Nuclear	N4
TCEA3	Nuclear	N4
TCEAL4	Nuclear	N4
TCERG1	Nuclear	N4
TCF12	Nuclear	N4
TCF3	Nuclear	N4
TCOF1	Nuclear	N4
TDG	Nuclear	N4
TDP1	Nuclear	N4
TDP2	Nuclear	N4
TERF2IP	Nuclear	N4
TET2	Nuclear	N4
TET3	Nuclear	N4
TFAP4	Nuclear	N4
TGIF1	Nuclear	N4
TGIF2	Nuclear	N4
THRA	Nuclear	N4
THRB	Nuclear	N4
THUMPD1	Nuclear	N4
THUMPD2	Nuclear	N4
THYN1	Nuclear	N4
TIMELESS	Nuclear	N4
TIMM8A	Nuclear	N4
TIMM8B	Nuclear	N4
TIPIN	Nuclear	N4
TLE1	Nuclear	N4
TLE3	Nuclear	N4
TLE4	Nuclear	N4
TLK1	Nuclear	N4
TLK2	Nuclear	N4
TOPBP1	Nuclear	N4
TOX4	Nuclear	N4
TP53	Nuclear	N4
TP53BP1	Nuclear	N4
TP73	Nuclear	N4
TPR	Nuclear	N4
TPX2	Nuclear	N4
TRERF1	Nuclear	N4
TRIAP1	Nuclear	N4
TRIB3	Nuclear	N4
TRIM11	Nuclear	N4
TRIM24	Nuclear	N4
TRIM28	Nuclear	N4
TRIM33	Nuclear	N4
TRMT1	Nuclear	N4
TRMT10A	Nuclear	N4
TRMT5	Nuclear	N4
TRNAU1AP	Nuclear	N4
TRPS1	Nuclear	N4
TSEN15	Nuclear	N4
TSEN2	Nuclear	N4
TSEN34	Nuclear	N4
TSEN54	Nuclear	N4
TUT1	Nuclear	N4
TWSG1	Nuclear	N4
TXNDC12	Nuclear	N4
TXNDC5	Nuclear	N4
U2AF1	Nuclear	N4
U2AF1L4	Nuclear	N4
U2AF2	Nuclear	N4
UBA2	Nuclear	N4
UBE2T	Nuclear	N4
UBOX5	Nuclear	N4
UBR7	Nuclear	N4
UBXN7	Nuclear	N4
UFD1L	Nuclear	N4
UHRF2	Nuclear	N4
UNG	Nuclear	N4
USP1	Nuclear	N4
USP10	Nuclear	N4
USP11	Nuclear	N4
USP28	Nuclear	N4
USP3	Nuclear	N4
USP37	Nuclear	N4
USP48	Nuclear	N4
USP7	Nuclear	N4
UTS2	Nuclear	N4
WAC	Nuclear	N4
WAPAL	Nuclear	N4
WBP11	Nuclear	N4
WBP4	Nuclear	N4
WDHD1	Nuclear	N4
WDR4	Nuclear	N4
WDR55	Nuclear	N4
WDR70	Nuclear	N4
WDR83	Nuclear	N4
WEE1	Nuclear	N4
VGLL4	Nuclear	N4
WIZ	Nuclear	N4
VMAC	Nuclear	N4
VPRBP	Nuclear	N4
VRK1	Nuclear	N4
WRNIP1	Nuclear	N4
XPA	Nuclear	N4
XRCC1	Nuclear	N4
XRCC2	Nuclear	N4
XRCC4	Nuclear	N4
YAF2	Nuclear	N4
YEATS2	Nuclear	N4
YY1	Nuclear	N4
YY2	Nuclear	N4
ZBED1	Nuclear	N4
ZBTB1	Nuclear	N4
ZBTB14	Nuclear	N4
ZBTB25	Nuclear	N4
ZBTB3	Nuclear	N4
ZBTB43	Nuclear	N4
ZBTB46	Nuclear	N4
ZBTB8A	Nuclear	N4
ZBTB9	Nuclear	N4
ZC3H15	Nuclear	N4
ZC3H7A	Nuclear	N4
ZC3HC1	Nuclear	N4
ZCWPW1	Nuclear	N4
ZFAND3	Nuclear	N4
ZFP3	Nuclear	N4
ZFPM1	Nuclear	N4
ZHX1	Nuclear	N4
ZHX2	Nuclear	N4
ZHX3	Nuclear	N4
ZKSCAN4	Nuclear	N4
ZMAT2	Nuclear	N4
ZMIZ1	Nuclear	N4
ZMIZ2	Nuclear	N4
ZMYM2	Nuclear	N4
ZMYM6	Nuclear	N4
ZNF114	Nuclear	N4
ZNF117	Nuclear	N4
ZNF131	Nuclear	N4
ZNF140	Nuclear	N4
ZNF143	Nuclear	N4
ZNF146	Nuclear	N4
ZNF185	Nuclear	N4
ZNF195	Nuclear	N4
ZNF207	Nuclear	N4
ZNF217	Nuclear	N4
ZNF229	Nuclear	N4
ZNF232	Nuclear	N4
ZNF239	Nuclear	N4
ZNF24	Nuclear	N4
ZNF250	Nuclear	N4
ZNF3	Nuclear	N4
ZNF300	Nuclear	N4
ZNF318	Nuclear	N4
ZNF391	Nuclear	N4
ZNF410	Nuclear	N4
ZNF414	Nuclear	N4
ZNF436	Nuclear	N4
ZNF503	Nuclear	N4
ZNF507	Nuclear	N4
ZNF516	Nuclear	N4
ZNF572	Nuclear	N4
ZNF579	Nuclear	N4
ZNF580	Nuclear	N4
ZNF609	Nuclear	N4
ZNF618	Nuclear	N4
ZNF622	Nuclear	N4
ZNF639	Nuclear	N4
ZNF654	Nuclear	N4
ZNF674	Nuclear	N4
ZNF688	Nuclear	N4
ZNF703	Nuclear	N4
ZNF738	Nuclear	N4
ZNF750	Nuclear	N4
ZNF76	Nuclear	N4
ZNF784	Nuclear	N4
ZNF814	Nuclear	N4
ZNF821	Nuclear	N4
ZNF829	Nuclear	N4
ZNF83	Nuclear	N4
ZNF830	Nuclear	N4
ZNF839	Nuclear	N4
ZRANB2	Nuclear	N4
ZSCAN18	Nuclear	N4
ZSCAN20	Nuclear	N4
ZZZ3	Nuclear	N4
ACACB	Nuclear	Unclassified
ACIN1	Nuclear	Unclassified
ACTR6	Nuclear	Unclassified
AEN	Nuclear	Unclassified
AFAP1	Nuclear	Unclassified
AGO2	Nuclear	Unclassified
AGO3	Nuclear	Unclassified
AGO4	Nuclear	Unclassified
AHNAK2	Nuclear	Unclassified
ANAPC10	Nuclear	Unclassified
ANKRD11	Nuclear	Unclassified
APH1B	Nuclear	Unclassified
AQR	Nuclear	Unclassified
ARL6IP6	Nuclear	Unclassified
ASPHD2	Nuclear	Unclassified
ATF4	Nuclear	Unclassified
ATF7	Nuclear	Unclassified
ATM	Nuclear	Unclassified
AURKB	Nuclear	Unclassified
BAZ1A	Nuclear	Unclassified
BCL11B	Nuclear	Unclassified
BCORL1	Nuclear	Unclassified
BPI	Nuclear	Unclassified
BRD9	Nuclear	Unclassified
BRPF1	Nuclear	Unclassified
BTAF1	Nuclear	Unclassified
BUD31	Nuclear	Unclassified
C11orf57	Nuclear	Unclassified
C14orf166	Nuclear	Unclassified
C16orf80	Nuclear	Unclassified
C17orf85	Nuclear	Unclassified
C19orf68	Nuclear	Unclassified
C3orf17	Nuclear	Unclassified
C9orf114	Nuclear	Unclassified
CACUL1	Nuclear	Unclassified
CBX5	Nuclear	Unclassified
CCDC130	Nuclear	Unclassified
CCDC137	Nuclear	Unclassified
CCDC59	Nuclear	Unclassified
CCDC69	Nuclear	Unclassified
CCDC71	Nuclear	Unclassified
CCDC71L	Nuclear	Unclassified
CCM2L	Nuclear	Unclassified
CCNK	Nuclear	Unclassified
CDC42SE1	Nuclear	Unclassified
CDCA7	Nuclear	Unclassified
CDCA8	Nuclear	Unclassified
CDK2AP1	Nuclear	Unclassified
CDK2AP2	Nuclear	Unclassified
CDK8	Nuclear	Unclassified
CDKL5	Nuclear	Unclassified
CDNF	Nuclear	Unclassified
CDPF1	Nuclear	Unclassified
CEBPA	Nuclear	Unclassified
CEBPG	Nuclear	Unclassified
CENPB	Nuclear	Unclassified
CENPF	Nuclear	Unclassified
CENPK	Nuclear	Unclassified
CENPT	Nuclear	Unclassified
CENPV	Nuclear	Unclassified
CENPW	Nuclear	Unclassified
CHD5	Nuclear	Unclassified
CHD7	Nuclear	Unclassified
CIZ1	Nuclear	Unclassified
CLK1	Nuclear	Unclassified
CMC1	Nuclear	Unclassified
CMSS1	Nuclear	Unclassified
CNPY3	Nuclear	Unclassified
CPB2	Nuclear	Unclassified
CPN1	Nuclear	Unclassified
CPSF3L	Nuclear	Unclassified
CPSF4	Nuclear	Unclassified
CRCP	Nuclear	Unclassified
CRNKL1	Nuclear	Unclassified
CSNK1D	Nuclear	Unclassified
CST6	Nuclear	Unclassified
CSTF1	Nuclear	Unclassified
CTDSPL2	Nuclear	Unclassified
DACH1	Nuclear	Unclassified
DAXX	Nuclear	Unclassified
DCLRE1A	Nuclear	Unclassified
DCP1B	Nuclear	Unclassified
DDX3X	Nuclear	Unclassified
DDX41	Nuclear	Unclassified
DDX49	Nuclear	Unclassified
DDX56	Nuclear	Unclassified
DGCR14	Nuclear	Unclassified
DHX9	Nuclear	Unclassified
DISP2	Nuclear	Unclassified
DKC1	Nuclear	Unclassified
DNMT3B	Nuclear	Unclassified
DOT1L	Nuclear	Unclassified
DPF3	Nuclear	Unclassified
EAPP	Nuclear	Unclassified
EFCAB6	Nuclear	Unclassified
EIF3L	Nuclear	Unclassified
ELAVL1	Nuclear	Unclassified
ELK4	Nuclear	Unclassified
ELOVL3	Nuclear	Unclassified
EN2	Nuclear	Unclassified
ERCC3	Nuclear	Unclassified
ERI2	Nuclear	Unclassified
ETFB	Nuclear	Unclassified
FAM189B	Nuclear	Unclassified
FAM193A	Nuclear	Unclassified
FAM208A	Nuclear	Unclassified
FANCD2	Nuclear	Unclassified
FANCI	Nuclear	Unclassified
FBXO25	Nuclear	Unclassified
FDX1	Nuclear	Unclassified
FDX1L	Nuclear	Unclassified
FILIP1	Nuclear	Unclassified
FLYWCH1	Nuclear	Unclassified
FOS	Nuclear	Unclassified
GATA3	Nuclear	Unclassified
GATA6	Nuclear	Unclassified
GGNBP2	Nuclear	Unclassified
GLYR1	Nuclear	Unclassified
GPATCH11	Nuclear	Unclassified
GPATCH4	Nuclear	Unclassified
GPBP1	Nuclear	Unclassified
GSG2	Nuclear	Unclassified
GTPBP4	Nuclear	Unclassified
H2AFX	Nuclear	Unclassified
HBP1	Nuclear	Unclassified
HIRA	Nuclear	Unclassified
HIST1H1D	Nuclear	Unclassified
HIST2H2AB	Nuclear	Unclassified
HIST3H3	Nuclear	Unclassified
HK1	Nuclear	Unclassified
HLA-B	Nuclear	Unclassified
HMGN1	Nuclear	Unclassified
HMGN2	Nuclear	Unclassified
HMGN3	Nuclear	Unclassified
HNRNPA1	Nuclear	Unclassified
HNRNPCL1	Nuclear	Unclassified
HNRNPM	Nuclear	Unclassified
HOXC10	Nuclear	Unclassified
HSPA1A	Nuclear	Unclassified
IGFBP5	Nuclear	Unclassified
IKZF2	Nuclear	Unclassified
IKZF5	Nuclear	Unclassified
ILF2	Nuclear	Unclassified
INO80	Nuclear	Unclassified
INO80B	Nuclear	Unclassified
INO80D	Nuclear	Unclassified
INTS9	Nuclear	Unclassified
IRX2	Nuclear	Unclassified
ITGB3BP	Nuclear	Unclassified
ITPRIP	Nuclear	Unclassified
ITSN2	Nuclear	Unclassified
JRKL	Nuclear	Unclassified
KAT7	Nuclear	Unclassified
KCTD18	Nuclear	Unclassified
KDM1B	Nuclear	Unclassified
KDM6B	Nuclear	Unclassified
KIAA0101	Nuclear	Unclassified
KIAA1958	Nuclear	Unclassified
KIF2A	Nuclear	Unclassified
KNOP1	Nuclear	Unclassified
KRT31	Nuclear	Unclassified
KRT32	Nuclear	Unclassified
KRT72	Nuclear	Unclassified
KRT73	Nuclear	Unclassified
KRT85	Nuclear	Unclassified
LBP	Nuclear	Unclassified
LEF1	Nuclear	Unclassified
LHX2	Nuclear	Unclassified
LINS	Nuclear	Unclassified
LMNB1	Nuclear	Unclassified
LMNB2	Nuclear	Unclassified
LMO4	Nuclear	Unclassified
LYAR	Nuclear	Unclassified
MAD2L2	Nuclear	Unclassified
MAFF	Nuclear	Unclassified
MAFK	Nuclear	Unclassified
MAP4K4	Nuclear	Unclassified
MAP7D3	Nuclear	Unclassified
MARK1	Nuclear	Unclassified
MAU2	Nuclear	Unclassified
MCM3AP	Nuclear	Unclassified
MED20	Nuclear	Unclassified
MED21	Nuclear	Unclassified
MED28	Nuclear	Unclassified
MED29	Nuclear	Unclassified
MED4	Nuclear	Unclassified
MED6	Nuclear	Unclassified
MED9	Nuclear	Unclassified
MICB	Nuclear	Unclassified
MINK1	Nuclear	Unclassified
MLLT10	Nuclear	Unclassified
MPND	Nuclear	Unclassified
MRGBP	Nuclear	Unclassified
MRTO4	Nuclear	Unclassified
MTA2	Nuclear	Unclassified
MTHFSD	Nuclear	Unclassified
MUCL1	Nuclear	Unclassified
MYC	Nuclear	Unclassified
MYPOP	Nuclear	Unclassified
N4BP2L2	Nuclear	Unclassified
NAIF1	Nuclear	Unclassified
NEURL1B	Nuclear	Unclassified
NHP2L1	Nuclear	Unclassified
NKAP	Nuclear	Unclassified
NLE1	Nuclear	Unclassified
NOL12	Nuclear	Unclassified
NOM1	Nuclear	Unclassified
NOP14	Nuclear	Unclassified
NOVA2	Nuclear	Unclassified
NPAT	Nuclear	Unclassified
NR2C2	Nuclear	Unclassified
NR2F1	Nuclear	Unclassified
NR2F2	Nuclear	Unclassified
NR2F6	Nuclear	Unclassified
NR4A1	Nuclear	Unclassified
NRDE2	Nuclear	Unclassified
NUDT16L1	Nuclear	Unclassified
NUMA1	Nuclear	Unclassified
NUP160	Nuclear	Unclassified
NUP210	Nuclear	Unclassified
NUP35	Nuclear	Unclassified
NUP50	Nuclear	Unclassified
NUP54	Nuclear	Unclassified
NUP85	Nuclear	Unclassified
NUP93	Nuclear	Unclassified
NUP98	Nuclear	Unclassified
ORM2	Nuclear	Unclassified
OVOL2	Nuclear	Unclassified
PAXIP1	Nuclear	Unclassified
PBRM1	Nuclear	Unclassified
PHF13	Nuclear	Unclassified
PHF14	Nuclear	Unclassified
PIBF1	Nuclear	Unclassified
PINX1	Nuclear	Unclassified
PMAIP1	Nuclear	Unclassified
PNO1	Nuclear	Unclassified
POLE	Nuclear	Unclassified
POLR1A	Nuclear	Unclassified
POLR1B	Nuclear	Unclassified
POLR2A	Nuclear	Unclassified
POLR2B	Nuclear	Unclassified
POLR2C	Nuclear	Unclassified
POLR2D	Nuclear	Unclassified
POLR2G	Nuclear	Unclassified
POLR2K	Nuclear	Unclassified
POM121	Nuclear	Unclassified
POM121C	Nuclear	Unclassified
PPIE	Nuclear	Unclassified
PPIL2	Nuclear	Unclassified
PRDM15	Nuclear	Unclassified
PRDM16	Nuclear	Unclassified
PRDM2	Nuclear	Unclassified
PRPF38A	Nuclear	Unclassified
PRR12	Nuclear	Unclassified
PRR14	Nuclear	Unclassified
PTBP1	Nuclear	Unclassified
PTBP2	Nuclear	Unclassified
PWP1	Nuclear	Unclassified
RAB6C	Nuclear	Unclassified
RAD51B	Nuclear	Unclassified
RALYL	Nuclear	Unclassified
RBM14	Nuclear	Unclassified
RBM18	Nuclear	Unclassified
RBM3	Nuclear	Unclassified
RBM48	Nuclear	Unclassified
RBM4B	Nuclear	Unclassified
RBMS1	Nuclear	Unclassified
RBMX	Nuclear	Unclassified
REV3L	Nuclear	Unclassified
REXO1	Nuclear	Unclassified
RFC4	Nuclear	Unclassified
RFX5	Nuclear	Unclassified
RGPD8	Nuclear	Unclassified
RHOC	Nuclear	Unclassified
RING1	Nuclear	Unclassified
RLF	Nuclear	Unclassified
RLIM	Nuclear	Unclassified
RMDN1	Nuclear	Unclassified
RNF111	Nuclear	Unclassified
RNF219	Nuclear	Unclassified
RNF6	Nuclear	Unclassified
RPP25	Nuclear	Unclassified
RPS19BP1	Nuclear	Unclassified
RPS20	Nuclear	Unclassified
RPS21	Nuclear	Unclassified
RQCD1	Nuclear	Unclassified
RRP9	Nuclear	Unclassified
SAP30L	Nuclear	Unclassified
SCAF1	Nuclear	Unclassified
SCAI	Nuclear	Unclassified
SCAPER	Nuclear	Unclassified
SENP1	Nuclear	Unclassified
SETD5	Nuclear	Unclassified
SETD8	Nuclear	Unclassified
SETDB2	Nuclear	Unclassified
SF3A1	Nuclear	Unclassified
SF3B5	Nuclear	Unclassified
SFMBT2	Nuclear	Unclassified
SHROOM3	Nuclear	Unclassified
SMARCA4	Nuclear	Unclassified
SMARCC1	Nuclear	Unclassified
SNRPB2	Nuclear	Unclassified
SNRPD3	Nuclear	Unclassified
SOCS7	Nuclear	Unclassified
SPOP	Nuclear	Unclassified
SPOPL	Nuclear	Unclassified
SRD5A3	Nuclear	Unclassified
SSRP1	Nuclear	Unclassified
ST5	Nuclear	Unclassified
STK35	Nuclear	Unclassified
STYK1	Nuclear	Unclassified
SUDS3	Nuclear	Unclassified
SUMO4	Nuclear	Unclassified
SUPT16H	Nuclear	Unclassified
SUV39H1	Nuclear	Unclassified
SUV420H2	Nuclear	Unclassified
SUZ12	Nuclear	Unclassified
SYCP1	Nuclear	Unclassified
SYNE3	Nuclear	Unclassified
TADA2A	Nuclear	Unclassified
TBP	Nuclear	Unclassified
TBX3	Nuclear	Unclassified
TCEB3	Nuclear	Unclassified
TCF7L2	Nuclear	Unclassified
TCHH	Nuclear	Unclassified
TEAD1	Nuclear	Unclassified
TENM1	Nuclear	Unclassified
TERF2	Nuclear	Unclassified
TFAP2A	Nuclear	Unclassified
TFDP2	Nuclear	Unclassified
THOC7	Nuclear	Unclassified
TIA1	Nuclear	Unclassified
TIGD2	Nuclear	Unclassified
TINF2	Nuclear	Unclassified
TMA16	Nuclear	Unclassified
TMEM194A	Nuclear	Unclassified
TMEM194B	Nuclear	Unclassified
TMEM209	Nuclear	Unclassified
TOMM40L	Nuclear	Unclassified
TOR1AIP1	Nuclear	Unclassified
TPST2	Nuclear	Unclassified
TRA2B	Nuclear	Unclassified
TRAIP	Nuclear	Unclassified
TRIM35	Nuclear	Unclassified
TRIM39	Nuclear	Unclassified
TRIM41	Nuclear	Unclassified
TRO	Nuclear	Unclassified
TRUB1	Nuclear	Unclassified
TSR1	Nuclear	Unclassified
TWISTNB	Nuclear	Unclassified
UBN2	Nuclear	Unclassified
UBTF	Nuclear	Unclassified
USB1	Nuclear	Unclassified
USP22	Nuclear	Unclassified
UTY	Nuclear	Unclassified
WBSCR22	Nuclear	Unclassified
WDR87	Nuclear	Unclassified
WDR89	Nuclear	Unclassified
VEZF1	Nuclear	Unclassified
WIBG	Nuclear	Unclassified
VPS72	Nuclear	Unclassified
WTAP	Nuclear	Unclassified
XAB2	Nuclear	Unclassified
XRN2	Nuclear	Unclassified
YEATS4	Nuclear	Unclassified
YTHDC1	Nuclear	Unclassified
YTHDF1	Nuclear	Unclassified
ZBTB17	Nuclear	Unclassified
ZBTB2	Nuclear	Unclassified
ZBTB34	Nuclear	Unclassified
ZBTB38	Nuclear	Unclassified
ZBTB4	Nuclear	Unclassified
ZBTB44	Nuclear	Unclassified
ZBTB7A	Nuclear	Unclassified
ZC3H11A	Nuclear	Unclassified
ZC3H3	Nuclear	Unclassified
ZCCHC7	Nuclear	Unclassified
ZDBF2	Nuclear	Unclassified
ZFHX3	Nuclear	Unclassified
ZGPAT	Nuclear	Unclassified
ZIC2	Nuclear	Unclassified
ZIC5	Nuclear	Unclassified
ZMYM1	Nuclear	Unclassified
ZMYM3	Nuclear	Unclassified
ZMYM4	Nuclear	Unclassified
ZNF106	Nuclear	Unclassified
ZNF17	Nuclear	Unclassified
ZNF200	Nuclear	Unclassified
ZNF212	Nuclear	Unclassified
ZNF236	Nuclear	Unclassified
ZNF264	Nuclear	Unclassified
ZNF273	Nuclear	Unclassified
ZNF274	Nuclear	Unclassified
ZNF296	Nuclear	Unclassified
ZNF32	Nuclear	Unclassified
ZNF384	Nuclear	Unclassified
ZNF43	Nuclear	Unclassified
ZNF433	Nuclear	Unclassified
ZNF444	Nuclear	Unclassified
ZNF445	Nuclear	Unclassified
ZNF446	Nuclear	Unclassified
ZNF451	Nuclear	Unclassified
ZNF460	Nuclear	Unclassified
ZNF512B	Nuclear	Unclassified
ZNF548	Nuclear	Unclassified
ZNF552	Nuclear	Unclassified
ZNF557	Nuclear	Unclassified
ZNF584	Nuclear	Unclassified
ZNF597	Nuclear	Unclassified
ZNF600	Nuclear	Unclassified
ZNF614	Nuclear	Unclassified
ZNF623	Nuclear	Unclassified
ZNF646	Nuclear	Unclassified
ZNF658	Nuclear	Unclassified
ZNF664	Nuclear	Unclassified
ZNF669	Nuclear	Unclassified
ZNF691	Nuclear	Unclassified
ZNF711	Nuclear	Unclassified
ZNF740	Nuclear	Unclassified
ZNF75A	Nuclear	Unclassified
ZNF778	Nuclear	Unclassified
ZNF785	Nuclear	Unclassified
ZNF808	Nuclear	Unclassified
ZNF845	Nuclear	Unclassified
ZNF865	Nuclear	Unclassified
ZNF91	Nuclear	Unclassified
ZNHIT1	Nuclear	Unclassified
ZNRD1	Nuclear	Unclassified
ZSCAN29	Nuclear	Unclassified
ABCA12	Secretory	S1
ABCA2	Secretory	S1
ABCA3	Secretory	S1
ABCA5	Secretory	S1
ABCB6	Secretory	S1
ABCB9	Secretory	S1
ABCC10	Secretory	S1
ABCD4	Secretory	S1
ABCG2	Secretory	S1
ABHD13	Secretory	S1
ABHD17B	Secretory	S1
ABHD17C	Secretory	S1
ACKR3	Secretory	S1
ACP2	Secretory	S1
ACPP	Secretory	S1
ACVR1B	Secretory	S1
AGTRAP	Secretory	S1
ANGEL1	Secretory	S1
ANKRD27	Secretory	S1
AP1AR	Secretory	S1
APLP2	Secretory	S1
APOD	Secretory	S1
APP	Secretory	S1
ARFRP1	Secretory	S1
ARL1	Secretory	S1
ARL13B	Secretory	S1
ARL8A	Secretory	S1
ARL8B	Secretory	S1
ASPM	Secretory	S1
ATG9A	Secretory	S1
ATP11A	Secretory	S1
ATP11B	Secretory	S1
ATP13A2	Secretory	S1
ATP13A3	Secretory	S1
ATP2C1	Secretory	S1
ATP2C2	Secretory	S1
ATP6V0A1	Secretory	S1
ATP6V0A2	Secretory	S1
ATP6V0C	Secretory	S1
ATP6V0D1	Secretory	S1
ATP7A	Secretory	S1
ATP7B	Secretory	S1
ATP8A1	Secretory	S1
ATP9A	Secretory	S1
ATP9B	Secretory	S1
B3GALNT1	Secretory	S1
B3GALT6	Secretory	S1
B3GAT3	Secretory	S1
B3GNT1	Secretory	S1
B3GNT2	Secretory	S1
B3GNT3	Secretory	S1
B3GNT9	Secretory	S1
B4GALNT1	Secretory	S1
B4GALT1	Secretory	S1
B4GALT3	Secretory	S1
B4GALT4	Secretory	S1
B4GALT5	Secretory	S1
BACE1	Secretory	S1
BACE2	Secretory	S1
BAMBI	Secretory	S1
BET1	Secretory	S1
BET1L	Secretory	S1
BLOC1S1	Secretory	S1
BLZF1	Secretory	S1
BSPRY	Secretory	S1
C16orf45	Secretory	S1
C16orf59	Secretory	S1
C17orf59	Secretory	S1
C1GALT1	Secretory	S1
C1GALT1C1	Secretory	S1
C2CD3	Secretory	S1
C3orf58	Secretory	S1
C5orf15	Secretory	S1
C6orf47	Secretory	S1
CANT1	Secretory	S1
CASC4	Secretory	S1
CASD1	Secretory	S1
CAV1	Secretory	S1
CAV2	Secretory	S1
CCDC126	Secretory	S1
CCDC138	Secretory	S1
CCDC14	Secretory	S1
CCDC64	Secretory	S1
CCDC64B	Secretory	S1
CCDC77	Secretory	S1
CD320	Secretory	S1
CD63	Secretory	S1
CHPF	Secretory	S1
CHST10	Secretory	S1
CHST11	Secretory	S1
CHST12	Secretory	S1
CHST14	Secretory	S1
CHST15	Secretory	S1
CHST3	Secretory	S1
CHSY1	Secretory	S1
CLCN2	Secretory	S1
CLCN3	Secretory	S1
CLCN5	Secretory	S1
CLCN6	Secretory	S1
CLCN7	Secretory	S1
CLDN4	Secretory	S1
CLN3	Secretory	S1
CLSTN1	Secretory	S1
CLU	Secretory	S1
CPD	Secretory	S1
CPE	Secretory	S1
CREG2	Secretory	S1
CSGALNACT1	Secretory	S1
CSGALNACT2	Secretory	S1
CST3	Secretory	S1
CXCL12	Secretory	S1
CYB561	Secretory	S1
DAGLB	Secretory	S1
DESI2	Secretory	S1
DIRC2	Secretory	S1
DLL1	Secretory	S1
DNAJC13	Secretory	S1
DNAJC5	Secretory	S1
DSE	Secretory	S1
DZIP3	Secretory	S1
EBAG9	Secretory	S1
ECE1	Secretory	S1
EFCAB14	Secretory	S1
ENDOD1	Secretory	S1
ENPP4	Secretory	S1
ENPP5	Secretory	S1
ENTPD4	Secretory	S1
ENTPD6	Secretory	S1
EPDR1	Secretory	S1
ERGIC2	Secretory	S1
ERGIC3	Secretory	S1
ERMAP	Secretory	S1
ERVMER34-1	Secretory	S1
EXTL2	Secretory	S1
EXTL3	Secretory	S1
F3	Secretory	S1
F5	Secretory	S1
FAM134C	Secretory	S1
FAM174B	Secretory	S1
FAM177A1	Secretory	S1
FAM198B	Secretory	S1
FAM20C	Secretory	S1
FAM219A	Secretory	S1
FAM3C	Secretory	S1
FAM47E-STBD1	Secretory	S1
FAM69A	Secretory	S1
FASTK	Secretory	S1
FBXO34	Secretory	S1
FKRP	Secretory	S1
FKTN	Secretory	S1
FLOT2	Secretory	S1
FLT1	Secretory	S1
FRK	Secretory	S1
FRRS1	Secretory	S1
FURIN	Secretory	S1
FUT1	Secretory	S1
FUT8	Secretory	S1
FUT9	Secretory	S1
GALNT1	Secretory	S1
GALNT10	Secretory	S1
GALNT11	Secretory	S1
GALNT14	Secretory	S1
GALNT16	Secretory	S1
GALNT2	Secretory	S1
